timestamp,message
1769073488930,"[timing] 21.3ms [new]	./node	
"
1769073488930,"[timing] 21.8ms [new]	../platform	
"
1769073488930,"[timing] 22.4ms [new]	./common/time	
"
1769073488948,"[timing] 47.7ms [CACHED!]	@opentelemetry/core@1.17.1	node_modules/@opentelemetry/core/build/src/index.js
"
1769073488983,"[timing] 11.6ms [new]	resolve@1.22.11	node_modules/resolve/index.js
"
1769073488983,"[timing] 16.1ms [new]	require-in-the-middle@8.0.1	node_modules/require-in-the-middle/index.js
"
1769073488985,"[timing] 18.0ms [new]	./RequireInTheMiddleSingleton	
"
1769073488985,"[timing] 19.7ms [new]	./instrumentation	
"
1769073488988,"[timing] 22.8ms [new]	./node	
"
1769073488988,"[timing] 23.8ms [new]	./platform/index	
"
1769073488990,"[timing] 28.4ms [CACHED!]	@opentelemetry/instrumentation@0.51.0	node_modules/@opentelemetry/instrumentation/build/src/index.js
"
1769073488990,"[timing] 91.4ms [new]	./http	
"
1769073488992,"[timing] 94.4ms [new]	@opentelemetry/instrumentation-http@0.38.0	node_modules/@opentelemetry/instrumentation-http/build/src/index.js
"
1769073489001,"[timing] 106.8ms [new]	./instrumentations/https/HttpInstrumentation	
"
1769073489076,"[timing] 27.6ms [CACHED!]	@opentelemetry/instrumentation@0.51.0	node_modules/@opentelemetry/instrumentation/build/src/index.js
"
1769073489076,"[timing] 40.9ms [new]	./aws-sdk	
"
1769073489077,"[timing] 43.2ms [new]	@opentelemetry/instrumentation-aws-sdk@0.38.1	node_modules/@opentelemetry/instrumentation-aws-sdk/build/src/index.js
"
1769073489079,"[timing] 48.0ms [new]	./LumigoAwsSdkLibInstrumentation	
"
1769073489079,"[timing] 48.4ms [new]	./LumigoAwsSdkV2LibInstrumentation	
"
1769073489080,"[timing] 49.7ms [new]	./instrumentations/aws-sdk	
"
1769073489098,'"@lumigo/opentelemetry Logging is disabled (the ""LUMIGO_ENABLE_LOGS"" environment variable is not set to ""true""): no logs will be sent to Lumigo.
"
1769073489100,'"@lumigo/opentelemetry Lumigo OpenTelemetry Distro v1.53.0 started.
"
1769073489123,"{""timestamp"":""2026-01-22T09:18:09.123591Z"",""level"":""INFO"",""message"":""[DASH0] Extension init     : 28363 us"",""target"":""aws_lambda_runtime_api_proxy_rs::stats""}
"
1769073489123,"{""timestamp"":""2026-01-22T09:18:09.123621Z"",""level"":""INFO"",""message"":""[DASH0] App  init     : 1241555 us"",""target"":""aws_lambda_runtime_api_proxy_rs::stats""}
"
1769073489124,"EXTENSION	Name: lrap	State: Ready	Events: [INVOKE, SHUTDOWN]
"
1769073489127,"START RequestId: e30078db-ea80-4e83-858c-5e66b9023dea Version: $LATEST
"
1769073489128,"{""timestamp"":""2026-01-22T09:18:09.128379Z"",""level"":""INFO"",""message"":""[DASH0] Got invocation next: e30078db-ea80-4e83-858c-5e66b9023dea"",""target"":""aws_lambda_runtime_api_proxy_rs::extension::runtime_proxy""}
"
1769073489128,"{""timestamp"":""2026-01-22T09:18:09.128775Z"",""level"":""INFO"",""message"":""[DASH0:Extension] Event status=200 OK payload={\""eventType\"":\""INVOKE\"",\""deadlineMs\"":1769073492127,\""requestId\"":\""e30078db-ea80-4e83-858c-5e66b9023dea\"",\""invokedFunctionArn\"":\""arn:aws:lambda:us-west-2:285732642181:function:testing-node-extension-24\"",\""tracing\"":{\""type\"":\""X-Amzn-Trace-Id\"",\""value\"":\""Root=1-6971eb4f-2e05069d1f35e339363dd330;Parent=18624357ca22d87c;Sampled=0;Lineage=1:33abc111:0\""}} latency=1246 ms"",""target"":""aws_lambda_runtime_api_proxy_rs::extension::events""}
"
1769073489128,"{""timestamp"":""2026-01-22T09:18:09.128803Z"",""level"":""INFO"",""message"":""[DASH0:Extension] Waiting for platform.runtimeDone"",""target"":""aws_lambda_runtime_api_proxy_rs::extension::events""}
"
1769073489130,"2026-01-22T09:18:09.130Z	e30078db-ea80-4e83-858c-5e66b9023dea	INFO	checking
"
1769073489136,"{""timestamp"":""2026-01-22T09:18:09.136821Z"",""level"":""INFO"",""message"":""[DASH0] passthru_proxy - POST http://127.0.0.1:9001/2018-06-01/runtime/invocation/e30078db-ea80-4e83-858c-5e66b9023dea/response completed in 0 ms"",""target"":""aws_lambda_runtime_api_proxy_rs::extension::runtime_proxy""}
"
1769073489136,"{""timestamp"":""2026-01-22T09:18:09.136930Z"",""level"":""INFO"",""message"":""[DASH0] invocation_response_proxy - no lambda server span found for return value e30078db-ea80-4e83-858c-5e66b9023dea"",""target"":""aws_lambda_runtime_api_proxy_rs::extension::runtime_proxy""}
"
1769073489137,"{""timestamp"":""2026-01-22T09:18:09.136966Z"",""level"":""INFO"",""message"":""[DASH0] Total handle time for invocation response: 0 ms"",""target"":""aws_lambda_runtime_api_proxy_rs::extension::runtime_proxy""}
"
1769073489146,"{""timestamp"":""2026-01-22T09:18:09.146501Z"",""level"":""INFO"",""message"":""[DASH0] App run time  : 18127 us"",""target"":""aws_lambda_runtime_api_proxy_rs::stats""}
"
1769073489807,"{""timestamp"":""2026-01-22T09:18:09.806814Z"",""level"":""INFO"",""message"":""[DASH0] telemetry event path=/v1/telemetry len=5971 body=[{\""time\"":\""2026-01-22T09:18:08.805Z\"",\""type\"":\""function\"",\""record\"":\""[timing] 37.0ms [new]\\t./JaegerPropagator\\t\
\""},{\""time\"":\""2026-01-22T09:18:08.806Z\"",\""type\"":\""function\"",\""record\"":\""[timing] 37.8ms [new]\\t@opentelemetry/propagator-jaeger@1.9.1\\tnode_modules/@opentelemetry/propagator-jaeger/build/src/index.js\
\""},{\""time\"":\""2026-01-22T09:18:08.806Z\"",\""type\"":\""function\"",\""record\"":\""[timing] 89.4ms [new]\\t./NodeTracerProvider\\t\
\""},{\""time\"":\""2026-01-22T09:18:08.806Z\"",\""type\"":\""function\"",\""record\"":\""[timing] 90.1ms [new]\\t@opentelemetry/sdk-trace-node@1.9.1\\tnode_modules/@opentelemetry/sdk-trace-node/build/src/index.js\
\""},{\""time\"":\""2026-01-22T09:18:08.836Z\"",\""type\"":\""function\"",\""record\"":\""[timing] 17.8ms [new]\\t../utils\\t\
\""},{\""time\"":\""2026-01-22T09:18:08.846Z\"",\""type\"":\""function\"",\""record\"":\""[timing] 28.8ms [new]\\t./report\\t\
\""},{\""time\"":\""2026-01-22T09:18:08.846Z\"",\""type\"":\""function\"",\""record\"":\""[timing] 31.0ms [new]\\t./dependencies\\t\
\""},{\""time\"":\""2026-01-22T09:18:08.887Z\"",\""type\"":\""function\"",\""record\"":\""[timing] 19.5ms [new]\\t@lumigo/node-core@1.14.0\\tnode_modules/@lumigo/node-core/lib/index.js\
\""},{\""time\"":\""2026-01-22T09:18:08.887Z\"",\""type\"":\""function\"",\""record\"":\""[timing] 26.7ms [new]\\t./resources/detectors/ProcessEnvironmentDetector\\t\
\""},{\""time\"":\""2026-01-22T09:18:08.892Z\"",\""type\"":\""function\"",\""record\"":\""[timing] 859.6ms [new]\\t./bootstrap\\t\
\""},{\""time\"":\""2026-01-22T09:18:08.894Z\"",\""type\"":\""function\"",\""record\"":\""[timing] 863.5ms [CACHED!]\\t/opt/node_modules/@lumigo/opentelemetry/dist/src/distro.js@1.53.0\\tnode_modules/@lumigo/opentelemetry/dist/src/distro.js\
\""},{\""time\"":\""2026-01-22T09:18:08.894Z\"",\""type\"":\""function\"",\""record\"":\""init.mjs line 1\
\""},{\""time\"":\""2026-01-22T09:18:08.894Z\"",\""type\"":\""function\"",\""record\"":\""init.mjs line 4\
\""},{\""time\"":\""2026-01-22T09:18:08.930Z\"",\""type\"":\""function\"",\""record\"":\""[timing] 21.3ms [new]\\t./node\\t\
\""},{\""time\"":\""2026-01-22T09:18:08.930Z\"",\""type\"":\""function\"",\""record\"":\""[timing] 21.8ms [new]\\t../platform\\t\
\""},{\""time\"":\""2026-01-22T09:18:08.930Z\"",\""type\"":\""function\"",\""record\"":\""[timing] 22.4ms [new]\\t./common/time\\t\
\""},{\""time\"":\""2026-01-22T09:18:08.948Z\"",\""type\"":\""function\"",\""record\"":\""[timing] 47.7ms [CACHED!]\\t@opentelemetry/core@1.17.1\\tnode_modules/@opentelemetry/core/build/src/index.js\
\""},{\""time\"":\""2026-01-22T09:18:08.983Z\"",\""type\"":\""function\"",\""record\"":\""[timing] 11.6ms [new]\\tresolve@1.22.11\\tnode_modules/resolve/index.js\
\""},{\""time\"":\""2026-01-22T09:18:08.983Z\"",\""type\"":\""function\"",\""record\"":\""[timing] 16.1ms [new]\\trequire-in-the-middle@8.0.1\\tnode_modules/require-in-the-middle/index.js\
\""},{\""time\"":\""2026-01-22T09:18:08.985Z\"",\""type\"":\""function\"",\""record\"":\""[timing] 18.0ms [new]\\t./RequireInTheMiddleSingleton\\t\
\""},{\""time\"":\""2026-01-22T09:18:08.985Z\"",\""type\"":\""function\"",\""record\"":\""[timing] 19.7ms [new]\\t./instrumentation\\t\
\""},{\""time\"":\""2026-01-22T09:18:08.988Z\"",\""type\"":\""function\"",\""record\"":\""[timing] 22.8ms [new]\\t./node\\t\
\""},{\""time\"":\""2026-01-22T09:18:08.988Z\"",\""type\"":\""function\"",\""record\"":\""[timing] 23.8ms [new]\\t./platform/index\\t\
\""},{\""time\"":\""2026-01-22T09:18:08.990Z\"",\""type\"":\""function\"",\""record\"":\""[timing] 28.4ms [CACHED!]\\t@opentelemetry/instrumentation@0.51.0\\tnode_modules/@opentelemetry/instrumentation/build/src/index.js\
\""},{\""time\"":\""2026-01-22T09:18:08.990Z\"",\""type\"":\""function\"",\""record\"":\""[timing] 91.4ms [new]\\t./http\\t\
\""},{\""time\"":\""2026-01-22T09:18:08.992Z\"",\""type\"":\""function\"",\""record\"":\""[timing] 94.4ms [new]\\t@opentelemetry/instrumentation-http@0.38.0\\tnode_modules/@opentelemetry/instrumentation-http/build/src/index.js\
\""},{\""time\"":\""2026-01-22T09:18:09.001Z\"",\""type\"":\""function\"",\""record\"":\""[timing] 106.8ms [new]\\t./instrumentations/https/HttpInstrumentation\\t\
\""},{\""time\"":\""2026-01-22T09:18:09.076Z\"",\""type\"":\""function\"",\""record\"":\""[timing] 27.6ms [CACHED!]\\t@opentelemetry/instrumentation@0.51.0\\tnode_modules/@opentelemetry/instrumentation/build/src/index.js\
\""},{\""time\"":\""2026-01-22T09:18:09.076Z\"",\""type\"":\""function\"",\""record\"":\""[timing] 40.9ms [new]\\t./aws-sdk\\t\
\""},{\""time\"":\""2026-01-22T09:18:09.077Z\"",\""type\"":\""function\"",\""record\"":\""[timing] 43.2ms [new]\\t@opentelemetry/instrumentation-aws-sdk@0.38.1\\tnode_modules/@opentelemetry/instrumentation-aws-sdk/build/src/index.js\
\""},{\""time\"":\""2026-01-22T09:18:09.079Z\"",\""type\"":\""function\"",\""record\"":\""[timing] 48.0ms [new]\\t./LumigoAwsSdkLibInstrumentation\\t\
\""},{\""time\"":\""2026-01-22T09:18:09.079Z\"",\""type\"":\""function\"",\""record\"":\""[timing] 48.4ms [new]\\t./LumigoAwsSdkV2LibInstrumentation\\t\
\""},{\""time\"":\""2026-01-22T09:18:09.080Z\"",\""type\"":\""function\"",\""record\"":\""[timing] 49.7ms [new]\\t./instrumentations/aws-sdk\\t\
\""},{\""time\"":\""2026-01-22T09:18:09.098Z\"",\""type\"":\""function\"",\""record\"":\""@lumigo/opentelemetry Logging is disabled (the \\\""LUMIGO_ENABLE_LOGS\\\"" environment variable is not set to \\\""true\\\""): no logs will be sent to Lumigo.\
\""},{\""time\"":\""2026-01-22T09:18:09.100Z\"",\""type\"":\""function\"",\""record\"":\""@lumigo/opentelemetry Lumigo OpenTelemetry Distro v1.53.0 started.\
\""},{\""time\"":\""2026-01-22T09:18:09.124Z\"",\""type\"":\""platform.initRuntimeDone\"",\""record\"":{\""initializationType\"":\""on-demand\"",\""phase\"":\""init\"",\""status\"":\""success\""}},{\""time\"":\""2026-01-22T09:18:09.124Z\"",\""type\"":\""platform.extension\"",\""record\"":{\""name\"":\""lrap\"",\""state\"":\""Ready\"",\""events\"":[\""INVOKE\"",\""SHUTDOWN\""]}},{\""time\"":\""2026-01-22T09:18:09.124Z\"",\""type\"":\""platform.initReport\"",\""record\"":{\""initializationType\"":\""on-demand\"",\""metrics\"":{\""durationMs\"":1326.85},\""phase\"":\""init\""}},{\""time\"":\""2026-01-22T09:18:09.127Z\"",\""type\"":\""platform.start\"",\""record\"":{\""requestId\"":\""e30078db-ea80-4e83-858c-5e66b9023dea\"",\""version\"":\""$LATEST\""}},{\""time\"":\""2026-01-22T09:18:09.130Z\"",\""type\"":\""function\"",\""record\"":\""2026-01-22T09:18:09.130Z\\te30078db-ea80-4e83-858c-5e66b9023dea\\tINFO\\tchecking\
\""},{\""time\"":\""2026-01-22T09:18:09.146Z\"",\""type\"":\""platform.runtimeDone\"",\""record\"":{\""requestId\"":\""e30078db-ea80-4e83-858c-5e66b9023dea\"",\""status\"":\""success\"",\""spans\"":[{\""name\"":\""responseLatency\"",\""start\"":\""2026-01-22T09:18:09.127Z\"",\""durationMs\"":8.646},{\""name\"":\""responseDuration\"",\""start\"":\""2026-01-22T09:18:09.136Z\"",\""durationMs\"":0.09},{\""name\"":\""runtimeOverhead\"",\""start\"":\""2026-01-22T09:18:09.136Z\"",\""durationMs\"":10.006}],\""metrics\"":{\""durationMs\"":18.904,\""producedBytes\"":50}}}]"",""target"":""aws_lambda_runtime_api_proxy_rs::extension::telemetry_receiver""}
"
1769073489807,"{""timestamp"":""2026-01-22T09:18:09.807034Z"",""level"":""INFO"",""message"":""[DASH0] Signaled platform.runtimeDone"",""target"":""aws_lambda_runtime_api_proxy_rs::util::log_processing""}
"
1769073489807,"{""timestamp"":""2026-01-22T09:18:09.807198Z"",""level"":""INFO"",""message"":""[DASH0:Extension] Received platform.runtimeDone signal"",""target"":""aws_lambda_runtime_api_proxy_rs::extension::events""}
"
1769073490288,"{""timestamp"":""2026-01-22T09:18:10.288396Z"",""level"":""INFO"",""message"":""[DASH0] Sent logs (count=138) in 480 ms, status=200 OK"",""count"":138,""duration"":""480"",""target"":""aws_lambda_runtime_api_proxy_rs::otlp::exporter""}
"
1769073490290,"END RequestId: e30078db-ea80-4e83-858c-5e66b9023dea
"
1769073490290,"REPORT RequestId: e30078db-ea80-4e83-858c-5e66b9023dea	Duration: 1161.35 ms	Billed Duration: 2489 ms	Memory Size: 512 MB	Max Memory Used: 143 MB	Init Duration: 1326.85 ms	
"
